rating,rating_count,cost,name_encoded
4.1,10,120,41186
4.1,10,300,7462
4.0,20,200,100860
3.8,100,400,54989
3.8,50,150,20398
3.6,20,200,51041
4.3,100,150,92510
4.1,10,600,80818
4.1,10,400,62748
4.2,100,200,72024
4.1,10,250,102436
4.1,10,500,55176
4.2,20,10,55761
4.1,10,200,55944
4.1,10,150,80164
4.1,10,150,49061
4.2,100,400,87100
4.1,10,300,35752
4.1,10,100,76643
4.0,50,300,91831
3.8,1000,200,69636
4.5,500,450,72517
4.1,10,150,41167
4.2,20,200,6242
4.6,20,5,101836
4.1,10,200,6330
4.0,20,250,15681
4.1,10,100,36441
3.5,20,150,99421
4.1,10,10,86820
4.1,10,300,15699
4.1,10,200,10310
4.1,100,500,87110
4.1,10,120,56380
3.8,20,400,92822
4.1,10,200,101257
4.1,500,350,93105
4.1,10,500,54991
4.1,10,350,45265
3.7,100,300,35777
4.0,20,600,15727
4.3,100,400,87692
4.1,100,300,32075
4.1,500,300,105650
4.1,10,300,102234
4.2,100,800,60591
4.1,20,200,100471
4.1,10,200,71548
4.9,50,400,13415
3.9,100,600,75748
4.3,100,1300,100536
4.2,100,250,65331
4.1,10,400,67655
4.1,1000,200,36984
4.1,10,250,62505
3.5,20,100,20615
4.1,100,200,92209
4.1,10,300,105681
4.1,10,250,99566
3.5,20,250,99401
4.1,10,250,44132
3.8,100,400,20662
4.1,100,300,50034
3.7,20,150,20302
4.6,50,500,8040
4.1,10,500,101468
4.4,100,200,80147
4.1,10,200,105608
4.1,10,300,45718
4.1,10,200,38290
4.2,50,300,87525
4.2,50,400,21534
3.5,20,400,108124
4.2,100,900,60063
4.4,20,200,79729
3.7,50,300,20845
4.1,10,200,84548
3.9,500,300,50222
4.1,10,250,64411
4.1,10,350,88260
4.0,100,500,74999
4.4,100,200,103266
4.1,10,300,89937
4.1,10,150,27646
4.0,100,500,35839
2.7,20,400,67654
4.3,50,900,14332
4.1,10,400,86684
4.1,100,300,90806
4.1,10,150,48283
4.3,500,500,74520
4.1,10,800,103244
4.3,20,300,111305
4.3,100,450,54426
4.1,10,150,49946
3.6,20,700,77002
4.1,10,400,32361
4.4,500,700,102326
4.3,50,800,13042
4.7,20,250,85894
4.2,20,1000,107130
4.1,10,350,87375
4.1,10,300,74833
4.1,10,100,18849
3.5,50,400,99424
4.1,10,250,47807
4.7,100,120,36719
4.3,1000,600,5569
4.5,500,150,55462
4.1,10,300,26177
4.6,100,1000,45804
4.1,20,400,11616
3.4,50,349,11431
3.9,20,450,53377
4.4,1000,300,58249
3.4,100,250,28641
4.1,10,250,65751
3.1,20,150,98944
3.7,100,150,89252
4.1,10,350,66040
4.1,10,280,81747
4.1,10,150,33915
4.1,10,250,20074
4.1,10,300,110939
3.8,50,600,66754
4.2,1000,150,14763
3.9,100,300,85492
4.1,10,300,39803
4.1,10,300,93232
4.1,10,250,75411
4.1,10,250,1497
4.1,100,270,5196
4.1,10,150,71638
4.1,10,600,34413
4.0,100,200,67287
4.1,10,400,95234
4.2,50,200,20288
4.1,10,300,9223
3.7,100,250,31817
4.1,10,200,415
4.1,10,300,73729
4.1,10,150,41156
4.1,10,400,38315
4.1,10,749,68500
4.1,10,250,33212
4.3,500,800,11736
4.1,10,299,23720
4.1,10,300,17775
4.1,10,300,16313
4.2,1000,350,6232
4.1,10,300,45520
4.3,1000,250,8130
4.1,10,500,22765
4.1,100,300,67218
4.1,10,250,56297
4.1,10,500,81881
4.0,100,400,45408
4.2,20,450,18658
3.5,50,250,111637
4.3,20,250,54529
3.9,20,200,2182
4.4,500,600,55629
4.1,10,300,70000
4.1,10,500,93006
4.1,10,300,111034
3.7,20,150,29945
3.2,100,200,105142
4.0,10,450,2439
3.8,20,99,41190
4.0,10,100,35425
4.0,10,200,53458
4.0,10,200,48825
4.0,10,200,109746
4.1,100,200,104467
4.0,10,200,9946
3.8,100,350,73725
4.0,10,150,64965
4.0,100,200,89018
3.4,50,300,44755
3.7,20,1000,47287
4.0,1000,400,97643
4.0,10,200,15016
4.0,10,350,19912
4.0,10,400,107137
3.8,20,200,100343
4.0,10,150,41144
4.0,100,200,108422
4.0,10,300,111101
3.7,100,250,9971
4.0,10,100,25850
4.0,10,400,11369
4.0,10,300,49373
4.0,10,300,23413
4.0,10,200,45268
4.0,500,400,66124
3.7,100,350,93105
4.0,10,500,111601
4.0,10,650,13715
4.0,10,400,23170
4.3,20,200,51444
4.0,10,250,56629
4.1,100,750,202
4.0,10,399,30779
4.7,20,250,11764
4.0,10,300,44579
4.0,10,150,92901
4.2,100,400,11063
3.6,100,200,75414
4.0,10,200,29765
4.1,500,300,79959
4.0,10,100,2770
4.0,10,300,8791
4.0,10,200,88279
4.0,10,250,96253
4.0,10,250,61310
4.0,10,600,36556
4.1,100,200,31621
2.6,20,200,82347
4.0,20,100,42168
3.7,20,300,90806
4.1,50,250,72358
4.0,10,100,50011
4.0,10,200,25823
4.0,10,100,68673
4.0,10,100,66045
4.1,20,300,72681
4.0,10,300,39169
4.0,10,250,8632
4.2,100,400,28586
4.0,10,200,15550
4.2,100,100,58314
4.0,10,200,4123
3.7,20,325,32743
4.0,10,120,83877
4.5,100,300,74319
4.0,10,320,27697
4.0,10,400,64755
4.3,50,250,48926
4.0,10,300,83858
4.0,10,300,98392
4.0,500,250,33756
4.0,10,150,82877
4.0,10,200,72511
4.0,10,250,11289
3.7,500,250,28642
4.1,100,100,105432
3.7,20,150,55459
3.3,20,300,33381
3.8,20,200,29996
3.7,20,300,56339
4.0,10,350,44153
3.7,20,250,13603
4.0,10,150,54470
4.1,20,300,44873
3.8,20,500,87529
4.0,10,200,90132
4.0,10,200,110772
4.0,10,200,76973
3.7,100,350,44874
3.9,20,250,110273
4.2,1000,300,1400
4.0,1000,150,105515
4.2,100,650,47282
3.6,50,200,86356
3.8,100,400,59535
3.0,20,120,87020
4.0,10,200,1745
4.0,10,300,13052
3.7,20,200,24569
4.0,10,200,32603
4.0,10,300,57053
4.0,10,200,91348
4.0,10,100,34362
4.2,20,250,100281
4.0,10,250,38300
4.0,10,250,49421
4.0,10,250,73923
4.0,10,300,5376
4.1,100,350,51805
4.0,10,200,95894
3.2,50,250,7203
4.0,10,150,34588
4.3,20,350,27822
4.0,10,300,50782
4.2,20,350,62836
4.5,20,450,56304
4.0,50,150,84390
4.2,500,250,6490
3.6,50,150,20844
4.0,10,300,33421
4.0,10,150,30225
4.3,20,300,109984
4.0,10,150,92165
4.0,10,90,92601
3.5,20,250,6241
4.0,10,200,83772
3.8,50,500,50053
3.7,20,250,14667
4.2,100,150,20503
4.3,20,250,87189
4.4,50,400,32145
4.3,500,300,55124
4.0,10,250,83859
4.0,50,250,101914
4.0,10,300,89222
3.9,100,200,55908
4.0,10,150,33764
4.2,100,200,92387
3.9,20,400,13676
4.0,10,220,84252
3.7,20,249,72375
4.0,10,300,110978
4.2,100,250,109203
4.0,100,350,6232
4.1,50,350,40128
4.1,50,200,7472
3.0,20,500,55743
4.1,100,500,109344
4.0,10,250,28615
4.0,10,300,35255
4.1,500,1200,55371
3.9,50,400,53319
4.0,10,300,52499
4.0,10,150,73045
4.4,500,200,14860
4.2,100,200,103082
4.5,50,200,92228
3.9,50,350,37019
4.0,10,250,4399
3.9,500,600,26382
4.0,10,200,103768
3.8,100,250,12955
4.0,10,250,76004
4.1,100,150,85618
4.0,10,250,2805
4.0,1000,800,42206
4.5,100,150,7007
4.0,10,150,35709
3.9,100,150,40208
4.7,20,250,51782
4.1,50,300,72522
3.9,50,300,18497
4.0,10,300,62125
4.0,10,300,71929
4.0,10,200,80709
4.0,10,150,111016
4.0,10,350,61428
4.0,10,200,86819
4.1,50,400,104075
4.0,10,350,64775
4.0,10,250,88794
4.4,100,500,12022
4.0,10,400,27700
4.0,10,350,67066
4.1,1000,600,66123
4.2,500,200,19626
4.0,10,250,39068
4.0,10,200,90754
4.0,10,200,110059
4.0,10,150,37819
4.0,10,350,106332
4.0,10,250,93760
4.0,10,200,92310
4.7,100,170,53028
4.0,10,200,23578
4.4,100,250,51112
4.4,20,800,45151
4.0,10,199,107767
4.2,50,500,49042
4.0,10,300,27771
4.2,50,150,36516
4.0,10,200,106393
3.2,20,200,100427
3.2,20,400,81898
4.0,10,180,92064
4.0,10,400,8893
4.0,10,200,81439
4.0,10,400,36658
4.2,20,450,90519
3.9,20,200,75628
3.8,50,400,100878
4.0,10,400,83450
3.5,50,500,98756
4.0,10,350,57637
4.0,10,150,100692
4.3,1000,300,99504
4.1,100,300,109105
4.1,1000,300,50056
4.0,10,300,17972
4.1,100,250,33978
4.0,10,350,103943
4.0,10,200,8241
4.0,10,250,88726
4.3,20,200,61377
3.8,20,200,32328
4.0,10,200,92391
4.0,10,125,49633
3.0,20,300,11768
4.3,100,450,12030
4.2,100,800,107593
3.9,100,400,4800
4.0,10,250,34016
4.4,500,300,83063
4.0,10,200,83994
4.0,10,250,96511
4.2,50,200,58819
3.9,50,200,58537
4.0,10,400,29065
3.5,100,300,48106
4.0,10,200,8242
3.9,50,100,95355
4.0,10,350,31622
4.1,100,150,45685
4.3,100,400,90211
4.2,100,500,112012
3.8,20,600,61216
4.0,10,120,98871
4.0,10,200,36457
4.0,10,300,36659
4.0,500,270,29841
4.0,10,200,92094
4.0,10,350,29285
3.9,500,400,69941
3.8,50,700,106680
3.7,50,200,41274
4.0,20,200,58512
4.7,50,120,36719
4.1,50,250,99401
3.4,50,400,5196
4.0,10,100,58892
4.0,10,300,44008
4.0,10,200,65806
4.0,10,200,65435
3.8,50,350,72261
4.2,50,200,80473
4.0,50,200,24567
4.3,1000,200,8129
3.6,20,250,59080
4.4,50,650,45114
4.3,50,600,2885
4.0,10,100,14956
4.0,10,400,55972
4.6,50,600,45116
3.2,20,350,26431
3.9,20,200,82295
4.0,10,600,45112
4.5,500,200,6096
3.5,20,230,95011
4.2,100,300,51442
3.9,100,100,106002
4.0,10,160,25857
4.0,10,280,22702
4.0,10,150,56283
4.3,1000,200,111543
3.8,50,200,52640
4.0,10,360,58859
4.0,10,380,75549
3.9,500,250,22624
4.0,10,200,45079
4.0,10,149,85211
4.2,100,600,36161
4.0,10,450,68181
3.9,50,300,18591
4.0,10,250,65434
4.0,10,200,8862
4.0,10,150,98376
3.4,20,100,873
4.0,10,400,61501
4.6,100,120,65449
4.0,10,250,68418
4.0,10,200,55955
4.0,10,400,103353
4.0,10,200,64694
4.0,10,250,53619
3.8,20,250,45934
4.4,100,120,60686
4.4,20,300,65667
4.3,100,300,78639
3.9,20,500,77079
4.0,10,200,53682
3.9,50,150,39227
4.0,10,100,69370
4.0,100,150,50032
4.0,10,200,9212
4.0,10,100,68799
4.0,100,200,36855
4.0,10,300,25819
4.0,10,200,100119
4.0,10,200,26243
4.0,10,200,26505
4.3,20,300,38922
3.6,20,250,79896
4.9,20,270,39361
4.0,10,200,43926
3.5,50,300,67016
4.0,10,99,92664
4.0,10,100,83651
4.0,10,800,52457
4.0,10,300,108792
4.0,10,230,59956
3.6,50,200,75493
4.0,10,200,16275
4.0,10,250,102129
4.0,10,200,83749
3.7,50,350,92889
4.0,10,300,69543
4.2,500,149,69027
4.2,100,100,83062
4.5,100,200,50686
3.9,20,200,53622
4.0,10,350,67981
4.3,50,100,106635
4.1,100,200,46879
4.0,10,500,6067
4.4,100,500,91228
4.0,10,300,105127
4.0,100,200,34326
4.0,10,300,66030
3.3,20,400,46032
4.0,10,350,51355
4.0,10,300,69092
3.8,100,400,22011
4.0,10,250,11368
4.0,10,150,64837
3.0,50,200,90256
4.2,100,400,104075
3.9,10,550,107456
3.9,10,1200,99320
4.2,100,300,53607
2.5,20,250,110273
3.9,10,350,77006
3.4,20,230,93775
4.2,100,250,110812
4.3,20,350,19912
3.9,10,210,91988
4.8,100,600,69545
3.9,500,300,97253
3.3,20,350,51355
3.5,20,300,105755
3.9,10,100,69819
3.8,20,400,1590
3.8,20,300,89937
4.0,20,200,51444
3.9,10,350,31558
4.1,100,180,111218
3.9,10,150,24306
3.9,10,600,101085
4.1,20,500,53384
4.0,100,300,105651
3.9,10,200,55293
3.9,10,500,101290
4.3,100,200,3355
3.9,10,200,85183
3.9,10,300,46763
3.9,10,200,22672
3.9,10,300,26377
3.9,10,150,41128
3.9,10,250,9895
3.8,20,600,40805
4.3,100,300,99160
3.9,10,200,80169
4.1,100,200,58819
3.2,20,200,15070
3.9,10,1000,33508
4.2,500,800,11441
3.3,100,250,12955
4.4,50,600,104703
3.8,100,150,102798
3.9,10,120,41162
3.9,10,200,100860
3.9,10,200,72361
3.9,10,200,100873
3.9,10,300,96896
4.0,100,400,83139
4.3,100,150,15567
3.9,10,400,55452
3.2,20,200,9724
3.9,10,300,48515
2.6,20,450,11822
3.7,1000,400,72231
3.9,10,250,59291
3.9,10,1000,5787
3.1,20,300,75594
3.5,20,300,52574
3.9,10,280,91236
3.9,10,350,108399
3.8,1000,300,1400
3.9,10,150,52497
4.0,1000,300,28224
3.3,20,300,72681
4.0,100,600,104694
3.8,100,200,55908
3.9,10,400,85816
3.9,10,350,5418
4.2,1000,270,29841
3.9,10,200,59182
3.8,100,300,8822
3.7,20,400,75480
3.7,20,200,32328
4.1,500,200,100133
3.9,10,250,93793
3.9,10,200,34501
3.9,10,250,19232
3.7,100,300,67467
3.9,10,200,100427
4.9,20,600,45112
3.8,100,600,11625
3.7,20,550,6236
4.3,50,250,79114
3.9,10,600,30269
3.9,10,250,22883
3.9,10,500,102238
3.9,10,300,66644
3.9,10,299,73325
3.9,10,300,109805
3.9,20,450,68174
3.9,10,200,76003
3.9,10,600,93554
4.0,100,200,53413
3.9,10,300,105386
3.9,10,300,100955
3.7,20,200,111118
3.9,10,200,43926
3.9,10,150,73045
4.4,500,400,28586
3.9,10,500,32355
4.1,500,200,62039
3.9,10,50,98422
4.4,100,250,50920
4.2,1000,350,15576
4.4,100,150,55462
3.9,10,100,60087
4.0,1000,150,59156
3.9,10,300,42831
3.9,10,200,46857
4.1,500,350,93105
4.4,100,150,11764
4.2,1000,400,50724
3.9,10,500,40050
3.9,100,500,65438
3.7,500,500,63292
3.8,100,600,5295
4.1,500,500,74520
3.9,10,2400,101608
4.2,20,500,39733
4.0,50,400,16342
3.9,10,200,58232
3.6,100,160,41274
3.9,10,400,36952
3.7,20,400,44975
3.9,10,250,45543
3.9,10,149,99366
3.9,100,250,85738
3.5,50,300,20838
3.9,10,300,58235
4.2,1000,500,61521
4.4,100,600,104634
3.9,10,500,24983
3.9,10,150,24268
3.9,10,500,68244
3.9,10,400,23168
4.0,20,200,63787
4.1,50,200,79894
3.9,10,200,71672
3.9,10,150,32561
3.5,500,250,22624
3.9,10,270,111423
4.2,100,350,67405
4.0,50,250,45430
3.7,1000,400,51365
4.0,100,200,86919
3.9,10,400,13060
3.9,10,99,41151
3.9,100,200,29700
4.2,100,200,100343
3.9,10,200,77155
3.9,10,900,30542
4.6,100,300,53458
3.9,10,350,84729
3.9,10,250,61214
3.9,10,500,81878
3.9,100,300,51754
3.8,20,1000,171
4.1,100,360,51342
4.3,20,950,31347
4.0,100,300,67691
3.8,50,150,93371
3.9,10,300,101283
4.1,500,450,12030
3.9,50,300,13254
4.7,20,600,23242
4.3,20,250,72358
3.9,10,200,59165
4.1,20,250,72419
3.9,10,150,58700
3.9,50,500,68268
3.9,10,1000,49875
3.9,10,400,31178
3.5,20,300,12171
4.4,20,300,75035
3.9,10,150,26417
3.9,10,500,11445
3.9,10,250,72682
3.9,10,200,80159
3.8,100,480,6223
3.9,10,200,45268
3.8,20,250,80158
3.9,20,150,62889
3.9,20,200,85743
3.9,10,100,82947
4.4,50,300,109984
3.9,20,1000,38405
4.4,100,300,14393
3.3,20,350,62836
3.9,100,300,55879
4.4,100,350,83132
3.9,500,200,20288
3.9,10,200,96583
3.9,10,250,61348
3.9,10,100,93799
3.9,10,200,83745
4.0,500,400,28157
3.9,10,250,55123
4.9,50,100,12013
3.0,20,150,20715
4.0,500,200,92658
3.9,10,600,11059
4.0,100,249,72375
3.9,10,90,27289
3.9,10,250,46085
3.9,10,198,38362
3.8,500,350,6232
3.9,10,1000,106019
3.9,10,300,3162
4.0,100,300,68493
4.2,100,200,99265
4.0,50,350,5748
3.9,10,250,51771
4.8,20,200,34794
4.3,1000,200,111543
3.8,500,200,27549
4.3,1000,300,99504
3.8,20,1200,60625
3.9,10,200,9958
4.1,20,250,65434
3.8,100,300,22398
3.5,100,100,20399
3.9,10,250,29770
3.9,100,300,109101
3.9,10,550,100103
3.8,100,300,22545
3.9,10,400,45690
4.3,100,450,72517
3.8,100,300,105161
3.4,50,300,13583
3.8,50,300,90806
3.7,20,258,48027
3.9,10,500,7824
3.9,10,300,15508
3.6,50,200,65806
3.9,10,200,58234
3.9,100,300,73725
3.9,10,250,98829
4.3,50,200,33717
4.0,500,200,79707
3.8,20,400,61501
3.9,10,200,72049
4.3,20,500,55743
3.9,10,600,24984
3.9,10,250,51620
3.9,10,300,46238
4.1,500,150,85614
3.9,10,200,80269
3.9,10,45,44908
3.9,10,480,80884
3.9,100,500,51885
3.9,10,250,101061
3.9,10,150,72501
3.9,10,250,103531
4.6,20,200,32603
3.9,10,300,98108
4.1,500,300,91204
3.9,10,300,88003
3.9,10,300,112571
3.9,10,1000,47801
3.9,10,250,9575
3.9,10,250,9422
3.9,10,300,48635
3.9,10,150,52752
3.9,100,400,13676
3.9,10,400,27640
3.9,10,2000,69043
3.9,10,300,38634
4.0,500,200,99148
3.9,10,300,20821
3.9,10,100,77886
3.9,10,150,91533
3.9,20,1400,100526
3.9,10,400,45026
4.0,50,200,110901
3.2,20,300,45520
4.4,20,600,61216
3.3,20,200,84797
3.6,500,400,69784
4.3,20,250,108384
4.1,100,250,35839
4.0,20,1000,55952
3.9,10,300,27095
4.4,50,300,65667
2.7,20,300,60733
3.9,10,150,77797
3.9,10,300,41062
3.9,10,200,99879
3.9,10,300,76620
3.8,50,250,59963
3.6,50,200,71739
3.9,10,800,41204
3.9,10,300,27741
3.9,10,250,19351
4.3,100,250,30333
3.5,20,200,68885
3.9,100,200,108422
3.5,20,300,112179
3.9,10,150,11765
3.9,10,200,29377
3.9,10,250,22721
3.9,50,300,105209
3.9,10,250,107581
4.2,100,200,92001
3.9,10,200,55737
3.9,10,250,9872
3.9,10,250,97693
3.9,10,250,72411
3.9,10,300,48066
3.9,10,1000,58807
3.9,10,250,62504
4.4,1000,250,19826
4.1,20,250,91127
3.9,10,300,91232
3.7,1000,400,49116
3.0,20,300,76541
4.9,20,500,14248
2.7,20,300,8791
4.8,20,200,28153
4.0,100,300,83981
4.7,50,200,99299
4.3,50,300,51776
4.2,100,200,10618
3.4,100,200,24567
3.9,10,200,52444
3.8,20,200,100349
3.9,10,150,52666
4.0,50,200,12281
3.9,10,500,100793
3.9,10,250,39435
4.2,1000,200,14860
3.7,20,300,77792
3.5,100,300,44607
3.9,10,250,93608
3.6,50,280,39471
4.4,100,300,18497
3.0,20,300,44618
3.7,100,200,96935
3.9,20,299,11063
3.2,20,300,37414
4.5,100,400,74319
3.9,10,110,84465
1.9,20,250,11972
3.2,20,500,12174
3.9,10,300,56351
3.9,10,225,35697
4.6,100,400,19843
3.9,10,100,8622
3.7,500,200,51348
4.2,500,200,19626
3.9,10,250,10958
3.9,10,500,63114
3.8,50,150,60739
4.2,50,150,83715
3.6,20,500,90134
4.0,500,300,111355
4.3,500,100,61181
3.9,10,250,29234
3.9,100,300,27875
3.8,100,350,59080
4.3,20,250,54529
3.9,10,200,66046
2.8,20,400,75493
3.9,10,200,112465
4.0,20,200,80164
4.2,500,300,79959
3.9,10,400,97524
3.9,10,200,72260
4.1,20,200,100721
2.9,20,300,111895
3.7,100,250,101914
3.9,10,200,90145
4.0,100,800,102210
3.9,10,300,13052
3.9,10,300,106587
3.9,10,300,111590
3.0,20,300,77998
4.4,500,200,50686
3.9,100,250,33978
4.0,500,400,2204
3.9,10,450,85764
3.9,10,200,80204
3.8,50,500,12765
3.0,100,400,75414
3.9,10,250,61310
3.9,10,250,28661
3.9,10,300,82205
3.0,20,100,51409
4.3,100,1000,54768
4.3,100,800,15645
3.9,10,170,25831
4.0,50,200,103082
4.1,100,800,15008
3.8,20,400,50115
3.9,10,900,39630
3.9,10,200,91462
4.0,500,400,13407
3.9,10,400,23170
3.9,10,150,39831
3.9,10,200,35500
3.9,10,250,98763
3.9,10,500,36816
3.9,10,600,101184
3.9,10,200,31381
4.0,500,500,13439
4.0,20,800,107333
4.2,500,250,20310
3.9,10,100,44750
3.9,10,400,1412
3.9,10,150,60924
4.2,100,250,109105
3.9,10,200,82548
3.9,50,500,108670
3.9,10,280,22702
3.4,20,140,90765
3.7,50,200,74760
3.9,10,200,49691
3.9,10,200,57309
3.9,10,150,32997
3.9,10,300,58872
3.4,100,280,106669
3.9,10,200,12178
3.8,100,350,24640
4.1,100,300,7053
3.9,10,800,10190
3.3,20,900,100520
4.3,100,150,86955
3.9,10,600,110801
3.9,10,150,30225
4.0,100,200,36855
4.3,20,140,23872
3.9,100,400,69941
3.9,50,400,32145
4.1,20,250,101812
3.9,10,300,101924
4.2,20,400,70611
4.1,50,150,90641
4.1,100,600,104633
4.3,20,650,16520
3.9,10,800,2212
3.8,20,400,29635
3.9,10,150,15217
3.9,10,350,13417
3.9,10,400,1029
3.9,10,350,92425
3.6,20,150,107617
3.9,10,300,11452
3.9,10,150,69074
3.3,20,300,99044
4.2,500,150,20503
3.9,10,200,53690
3.9,10,340,109459
3.9,10,350,60827
4.1,50,200,38911
4.7,100,120,36719
3.9,10,250,70040
3.3,20,400,86356
4.6,50,200,7472
3.9,10,400,86835
3.7,20,200,51782
3.9,10,200,80615
3.9,10,200,74301
3.2,20,400,26431
3.9,10,300,45617
4.1,50,300,51882
3.9,10,200,101591
4.1,50,1100,69725
3.9,100,200,84006
3.9,10,500,35544
4.1,1000,400,61215
3.9,10,150,61638
4.2,1000,100,92263
3.9,10,300,87189
3.9,10,1200,28373
4.2,500,250,45934
4.2,100,800,90704
3.9,10,250,9453
3.9,10,300,105166
3.7,20,400,13603
3.9,10,300,76813
3.9,10,150,33897
3.9,10,500,74210
3.7,100,500,12022
3.9,10,300,52587
3.3,20,400,95119
3.6,50,300,72522
3.9,10,250,54124
3.7,20,300,61381
3.9,10,300,13560
3.9,10,1200,110800
4.2,100,400,92791
4.0,100,359,87100
4.2,100,850,59726
3.9,10,200,94574
3.4,20,250,101811
1.9,20,300,22901
4.0,100,300,35775
3.9,10,99,25259
3.9,10,350,38577
3.9,10,350,31622
3.9,50,500,108740
3.8,50,150,20505
3.9,100,300,51553
4.0,20,1000,93732
3.9,10,300,37419
3.9,10,200,27700
3.9,10,300,13451
3.9,10,400,46032
3.9,10,600,97174
3.9,10,400,95032
3.9,10,450,32743
3.9,10,200,74522
4.5,50,200,99556
3.9,10,150,48430
3.9,50,200,75816
4.3,50,100,77449
4.2,100,500,39710
3.9,20,600,30123
3.9,10,298,26625
3.4,20,300,11768
4.1,100,300,36940
4.1,100,150,50032
3.4,50,150,109988
3.9,10,550,43121
3.8,100,350,66037
3.9,10,300,87383
3.2,50,300,21448
4.0,20,200,27057
3.9,10,300,95069
3.9,10,200,99342
4.4,100,200,20628
3.4,100,230,95011
3.9,10,400,100374
5.0,20,270,39361
3.0,20,300,91082
3.9,10,200,51364
3.9,10,250,20051
2.9,20,300,34476
3.5,20,300,84502
4.4,500,100,103232
3.9,20,450,94203
4.1,100,150,66361
3.9,10,200,58233
3.9,10,300,27130
3.2,100,450,13408
4.5,100,170,53028
4.0,500,600,13312
4.9,20,300,24498
4.4,20,300,69284
3.9,10,500,75727
3.8,50,150,60906
3.9,10,250,103415
2.8,20,149,13631
3.9,10,200,107082
3.9,10,200,50000
3.9,10,300,31856
3.8,20,100,38799
3.9,10,150,44029
4.2,100,100,21730
3.9,10,600,86829
3.9,10,300,44008
4.1,100,200,31621
3.9,50,300,34786
3.9,10,200,85599
3.9,10,200,14642
3.9,100,250,9971
3.9,10,500,93187
3.9,10,200,85555
3.9,10,500,37676
3.9,10,250,30846
4.6,100,600,45116
3.9,20,350,87698
3.9,10,400,43908
3.9,10,500,13496
3.9,10,300,20615
3.8,1000,500,45431
3.9,10,125,50014
3.9,10,250,70265
3.5,20,1000,32019
4.1,100,200,20289
3.6,500,400,22011
3.8,100,300,51442
3.3,20,250,4141
3.9,10,350,28050
3.7,500,300,80168
4.2,100,300,28139
3.9,100,300,12299
4.0,50,500,3996
3.9,10,300,102595
3.5,20,200,50873
3.9,100,300,97283
3.9,10,400,24010
4.3,100,200,83021
3.9,50,300,65766
4.0,100,450,93723
3.9,10,900,14587
3.9,10,150,102786
4.3,100,600,15730
3.9,10,350,97311
3.3,20,800,7711
3.9,10,300,36653
4.1,100,700,102326
3.9,10,200,10977
3.9,10,800,2357
3.9,10,300,24038
3.9,10,200,51770
4.9,20,250,101301
3.7,1000,100,71965
3.9,10,50,112387
3.9,10,150,30194
3.3,20,300,106585
3.7,500,300,63293
2.1,20,150,67251
3.9,20,250,100281
3.7,100,250,10303
3.9,10,250,100287
3.9,10,200,6242
4.2,100,200,72362
4.1,50,299,108130
3.9,10,400,109849
3.3,20,99,64128
3.2,20,280,52390
4.2,500,800,35974
3.5,50,300,74352
3.9,500,300,102492
3.6,20,200,24569
3.9,10,300,45107
3.9,10,150,27563
3.8,20,400,26828
3.9,10,200,6276
4.1,100,85,78388
3.9,100,150,19777
3.9,10,500,104575
3.9,10,300,92576
3.9,10,800,44405
3.9,10,350,16514
3.8,100,150,48106
3.9,10,350,85763
3.9,10,200,83018
3.9,10,150,19131
3.9,10,800,107334
2.7,20,200,99421
3.9,500,199,92504
3.9,10,150,112403
3.9,10,300,52232
3.8,100,400,73288
3.9,10,300,14693
4.2,100,600,55614
3.9,10,250,65751
4.3,50,100,61182
3.5,20,250,15758
2.4,20,300,105146
3.8,100,200,73010
4.1,100,300,105181
3.8,20,400,53781
4.1,50,300,26470
3.9,20,250,79896
3.9,20,300,56778
3.9,10,150,8676
3.6,20,250,69836
3.9,10,750,83003
3.9,10,250,56444
3.8,20,200,16560
3.9,10,200,13536
3.9,10,400,6214
3.9,10,150,16558
3.9,10,150,16559
3.8,500,199,12762
3.9,10,199,23733
3.9,10,350,71244
4.0,100,800,69171
3.9,100,500,74999
3.9,500,600,28317
4.3,100,300,91199
3.9,100,400,79157
4.3,100,400,51388
3.9,10,400,43908
4.3,500,400,91228
3.9,10,119,112746
2.7,100,200,28641
4.0,100,400,100878
3.9,10,300,72423
3.4,50,250,99401
3.9,10,500,97175
4.0,50,900,14332
4.0,20,100,62290
4.0,100,150,45685
3.9,100,300,61312
3.9,10,400,99897
3.9,10,250,60316
3.9,10,200,58236
4.1,20,300,41369
4.8,20,200,20246
3.9,20,300,63389
3.9,10,350,23228
3.9,10,250,92173
3.9,10,380,75549
3.7,100,400,5196
3.9,10,500,101813
4.1,100,150,65375
3.9,10,200,39916
3.9,100,600,17878
3.9,20,200,106787
4.2,1000,499,60329
3.4,100,200,15298
3.9,10,400,100127
3.9,20,300,3141
4.4,1000,400,6096
3.5,20,350,68212
4.7,100,150,7007
4.7,1000,120,65449
3.1,20,150,52854
3.9,20,250,83997
4.5,20,200,85904
4.1,20,100,54701
3.7,50,150,45180
3.7,20,399,75216
5.0,20,250,24280
3.9,10,200,45516
3.9,50,230,59956
3.9,10,399,8310
3.9,10,400,86367
4.1,20,250,65374
3.2,20,250,32334
3.4,20,350,86586
4.3,5000,300,55121
3.9,10,150,62684
3.9,10,158,61298
3.9,10,250,41313
4.3,500,600,55629
4.0,10,400,68921
4.0,10,200,92237
4.2,20,350,2044
4.3,20,200,99556
4.0,10,300,9560
4.0,10,600,45112
4.1,50,350,19912
4.0,10,450,80943
4.0,10,280,54002
4.7,50,300,53458
