rating,rating_count,cost,name_encoded
4.0,10,500,98585
4.2,20,450,94203
4.0,10,250,50434
3.9,100,150,64647
4.7,20,200,99556
4.1,1000,400,86099
5.0,20,270,39361
4.0,10,400,36555
4.3,20,400,32145
4.0,10,250,100479
3.6,20,200,29650
4.7,20,150,6096
4.0,10,250,107100
4.0,10,299,419
4.0,10,300,97631
3.8,50,150,29545
4.0,10,300,8568
4.0,10,300,50176
4.0,50,600,34503
4.0,10,250,16977
4.0,10,300,105253
3.3,20,400,9549
4.3,100,250,85535
4.0,10,200,69148
4.1,100,250,111791
4.0,10,250,63996
3.6,20,250,99883
4.0,10,200,88034
4.0,10,300,48981
4.0,10,300,87992
3.1,20,600,26432
3.8,100,300,69284
4.1,50,250,72358
4.1,50,300,24498
3.9,100,270,29841
4.0,10,200,97430
4.0,10,500,14546
4.0,10,250,82801
4.0,10,400,10048
4.0,10,150,22856
4.2,50,300,98391
4.0,10,250,81912
4.0,10,200,100343
3.4,1000,350,55836
3.5,50,350,32408
4.0,10,150,18578
4.0,10,400,95840
4.0,10,2,111099
4.0,10,500,73643
4.0,10,100,110954
4.3,100,300,36022
4.0,10,200,81397
4.0,10,200,45268
4.0,10,250,70878
4.0,10,150,68176
4.0,10,300,96559
4.0,10,400,31492
4.0,100,250,49845
4.0,10,60,106351
4.2,1000,250,93268
4.0,10,300,25413
4.6,50,300,53458
4.2,500,600,66187
4.2,100,300,4390
4.1,10,50,74413
4.2,100,250,4392
4.4,100,200,14860
4.1,10,200,103266
3.7,100,250,33978
4.0,50,250,91998
4.3,100,200,48076
3.5,50,300,73627
4.0,100,100,104795
4.1,10,300,63083
4.3,1000,250,45934
4.2,500,400,48264
4.1,10,200,26934
4.6,100,200,90191
4.2,1000,250,99504
3.8,50,250,76717
4.1,10,250,80536
4.4,100,300,33851
4.3,100,500,85654
4.0,50,300,109698
3.9,20,350,64700
3.8,20,100,106798
4.1,10,250,31424
4.2,1000,150,35672
4.3,1000,200,111543
3.7,10,500,54572
3.8,100,500,65952
3.7,10,300,56540
3.7,10,300,56539
3.7,10,300,18709
3.7,10,350,53874
3.7,10,300,16900
3.7,10,150,82926
3.3,20,400,105815
3.9,50,400,35977
3.7,10,150,112719
3.7,10,800,98159
3.7,10,200,106096
3.7,10,150,94457
4.2,100,300,36406
3.7,10,200,28531
3.7,10,350,25085
3.7,10,300,98347
3.7,10,2,95731
3.7,10,150,15567
3.7,10,360,101774
3.7,10,300,28865
3.4,1000,300,78829
3.7,10,250,92675
3.7,10,500,97160
3.7,10,400,91915
3.7,10,300,31265
3.9,1000,300,43568
4.1,100,400,92452
3.7,10,250,93512
3.7,10,200,107141
3.5,100,400,86126
3.7,10,300,95208
3.7,10,250,11900
3.7,10,300,95404
3.7,10,300,105033
3.4,20,200,64763
4.0,100,150,60541
3.3,50,200,32933
3.7,10,150,56349
3.7,10,400,94566
3.9,100,300,1310
3.7,10,600,100154
3.7,500,500,49826
3.7,10,250,73996
4.1,500,400,43537
3.7,10,200,62017
3.7,10,300,84704
3.7,10,100,14393
3.7,10,250,87530
3.8,20,200,3330
3.7,10,500,95337
4.4,20,200,89922
3.7,20,600,104783
4.1,50,200,99226
3.8,100,150,62993
3.7,10,400,93787
4.1,1000,200,19626
3.3,100,200,108341
3.7,10,150,90641
3.5,100,500,55863
3.7,10,300,76331
3.7,10,200,98380
3.7,10,250,94772
3.7,10,300,70821
3.7,10,250,104727
3.7,10,200,19757
3.7,10,150,25537
3.9,50,200,106643
3.7,10,150,93371
3.9,500,200,98145
3.7,10,300,16447
3.7,10,500,16446
4.2,100,200,36543
3.7,10,200,76696
3.2,20,200,24567
3.7,10,300,55992
3.7,10,200,24712
3.4,100,200,68184
3.7,10,298,101509
3.7,10,300,77097
3.7,10,300,31577
3.7,10,250,109214
3.7,10,400,25732
4.0,1000,200,91982
3.7,10,100,92046
3.4,20,150,50032
4.4,500,400,31961
2.7,20,300,25245
3.7,10,250,101225
3.7,10,200,31933
3.7,10,300,2737
3.2,50,200,108422
4.0,20,200,75906
3.7,10,150,33348
3.7,10,160,82343
3.7,10,150,82186
3.7,10,150,26800
3.7,10,250,70468
3.7,10,300,97731
3.7,10,350,30868
3.7,10,200,96145
3.7,10,300,83708
3.7,10,138,111825
4.7,100,300,53458
4.0,50,300,29153
3.7,10,150,38265
2.8,20,350,70780
3.8,100,300,13654
3.5,50,250,9738
3.7,10,350,95265
3.7,10,250,101673
3.9,50,300,53114
3.7,10,400,84617
3.7,10,200,47717
3.7,10,200,98059
3.7,10,198,38510
3.7,10,350,75062
3.7,10,400,83075
4.0,50,200,92424
3.7,10,500,76567
3.7,10,250,66504
3.7,10,300,84561
3.5,1000,500,72231
3.7,10,200,66161
3.6,50,300,82981
3.8,500,350,73725
4.3,100,300,8619
3.5,20,300,93268
3.7,10,500,96209
3.4,20,200,82121
3.7,10,100,33919
3.7,10,200,64690
3.7,10,200,40842
3.7,10,100,58196
4.2,50,200,26311
3.7,10,200,84105
3.7,10,400,18127
3.8,100,250,32745
3.5,20,150,91596
3.7,10,200,76682
3.7,10,200,25120
3.7,10,180,106884
3.7,10,1300,83045
3.7,10,200,58139
3.7,10,300,34039
3.7,10,400,108811
3.3,20,200,9042
3.9,50,150,73779
4.0,500,150,23196
3.7,10,400,76663
3.7,50,200,86383
3.7,10,200,90294
3.7,10,200,40843
3.9,20,200,45268
3.7,10,150,9206
3.8,100,400,831
2.2,20,300,100273
3.7,10,300,33920
4.2,100,300,13036
3.7,10,300,20919
3.7,10,200,48675
4.5,50,100,50149
3.1,50,150,3422
3.7,10,100,111095
3.6,100,300,69274
3.7,10,200,83987
3.7,10,400,3488
3.7,10,250,75459
4.2,1000,400,28586
4.3,50,200,2245
4.2,100,250,110812
4.4,1000,250,24253
4.2,1000,200,43538
3.8,50,300,83699
4.1,500,400,43539
3.7,10,300,70751
3.9,50,200,100343
3.7,10,350,106266
3.7,10,100,51893
3.7,10,200,82201
3.7,10,300,72961
3.7,10,250,59369
3.7,10,45,83681
3.7,10,500,94600
3.8,500,100,60189
3.7,10,400,87070
5.0,20,150,6096
3.7,10,200,83988
3.5,20,250,91959
3.7,10,96,56235
3.7,10,100,9197
3.7,10,249,111036
4.2,1000,300,22958
4.4,20,200,86767
3.7,10,250,56762
3.3,50,200,72522
3.5,100,400,38665
3.7,10,200,53060
3.7,10,300,66178
3.3,100,450,22374
3.7,10,250,40055
3.7,10,200,61062
3.7,10,200,58229
4.1,20,500,57688
3.7,10,240,56125
3.7,10,250,27364
4.2,100,300,59792
3.7,10,400,33108
3.7,10,250,29882
3.7,10,500,30884
3.7,10,150,19510
3.7,10,320,5712
3.8,100,350,60953
3.7,10,350,31224
3.7,10,350,97161
3.7,10,250,38381
4.2,500,400,49116
3.7,10,250,106406
3.7,10,100,72189
3.7,10,120,84079
3.7,10,400,6762
3.7,10,400,2420
3.7,10,300,49730
3.7,10,400,2074
3.8,20,200,100349
2.6,20,80,38364
3.7,10,200,65625
4.1,20,300,97330
3.4,50,400,90739
3.7,10,500,96617
3.7,10,200,34658
3.7,20,300,73830
3.7,10,350,95182
3.8,100,250,4095
3.7,10,250,34843
3.6,100,200,78537
3.7,10,200,83704
3.3,20,300,52126
3.7,10,300,69799
4.0,1000,500,51930
3.6,20,360,20960
3.5,20,300,78934
3.7,10,150,94787
3.9,20,300,97925
3.8,100,400,106436
3.5,50,300,36023
3.7,10,500,5028
3.7,10,300,1991
3.7,10,200,34107
3.7,10,120,87341
2.5,20,150,51270
3.7,500,200,64298
3.3,100,300,105159
3.7,10,298,14757
3.0,100,600,11625
3.2,20,400,8104
3.5,50,150,46950
3.7,10,800,75036
4.1,100,200,54701
3.7,10,2,56206
3.7,10,200,110100
3.7,10,300,64528
3.7,10,500,46608
3.9,50,200,77403
4.2,100,300,100490
4.1,100,150,85614
3.7,10,300,83697
3.7,10,150,26515
3.7,10,250,79529
3.3,20,250,46326
3.7,10,250,80718
3.9,20,299,46605
3.7,10,200,88485
3.6,20,150,93577
3.7,10,300,105293
3.7,10,500,94593
3.7,10,500,95891
3.7,10,500,95179
3.7,10,500,96196
3.7,10,150,48141
4.0,1000,400,79093
3.8,20,200,80164
3.7,10,300,76127
3.7,10,200,94833
3.5,50,150,13466
3.7,10,300,16334
3.7,10,500,17378
3.7,10,250,108020
3.7,10,300,45035
3.7,10,200,56913
3.3,100,300,61118
4.1,100,100,39192
3.0,50,140,102360
2.8,50,200,70784
3.7,10,200,96027
3.7,10,200,32326
3.7,10,100,10585
3.7,10,250,83828
3.7,10,400,32068
4.2,100,200,62039
3.7,10,155,4626
3.7,10,500,56524
2.0,20,250,57020
4.5,100,200,94261
4.1,100,300,39936
3.7,10,150,66266
3.7,10,250,16718
3.7,10,300,20859
3.3,100,400,72115
3.0,20,150,105855
3.7,10,150,94653
3.0,100,200,44026
3.7,10,200,3576
3.9,1000,250,13610
3.7,10,150,2934
4.2,1000,200,48802
3.7,10,200,79101
3.5,20,200,61889
3.6,20,250,32003
3.7,10,300,97924
3.7,10,350,58193
3.7,20,170,13506
3.3,20,150,30058
4.0,100,500,60538
3.7,10,500,94573
3.8,20,160,101873
3.7,10,200,45071
4.1,100,150,85618
3.7,10,500,60125
3.7,10,350,94592
3.3,20,200,20844
3.7,10,200,61533
4.1,500,200,49845
4.3,50,149,84150
3.6,20,200,67817
4.0,1000,200,93575
3.7,10,200,76364
3.7,10,350,1724
3.7,10,200,31610
3.7,10,250,9740
3.9,100,150,87073
3.8,20,100,15177
3.7,10,150,52752
4.1,100,250,24254
3.7,10,200,74076
2.8,20,150,108826
3.7,10,300,92643
4.2,1000,150,68485
3.7,10,350,17782
2.8,50,600,61565
3.7,10,150,92060
2.5,20,150,45685
3.7,10,500,96618
3.7,10,500,63187
3.7,10,500,94976
3.7,10,250,11432
3.7,10,300,65491
3.6,1000,300,41079
3.7,10,300,49546
3.7,10,349,75922
3.7,10,200,67264
3.7,10,320,70069
3.5,20,150,24659
2.7,20,200,11015
3.7,10,200,12647
4.2,20,300,81868
3.3,20,400,71543
3.5,100,150,77366
3.7,10,250,65490
3.7,10,300,55848
3.7,10,200,17072
4.0,50,100,92534
3.8,500,300,78561
3.7,10,400,95128
3.7,10,200,107017
3.9,100,300,53288
3.8,100,200,60890
3.7,10,200,34746
3.7,10,500,96036
3.7,10,500,93931
3.7,10,200,106145
3.7,10,500,77107
3.7,10,500,3487
4.2,1000,300,36022
3.7,10,130,29615
3.7,10,200,3464
3.7,10,350,108096
4.0,20,300,67797
3.7,10,180,103918
4.1,100,200,55862
3.7,10,150,67330
3.7,10,500,56682
3.7,10,400,9543
4.4,500,200,93138
3.7,10,150,76451
3.7,10,150,88108
3.7,10,200,64286
3.7,10,299,111613
3.7,10,100,19900
3.8,10,300,16345
3.8,10,350,59627
3.8,10,300,16685
3.8,10,300,105802
3.8,10,200,63834
3.5,20,300,28977
3.8,10,300,62025
3.7,20,200,75628
3.8,10,350,64902
3.8,10,500,49288
3.8,10,200,58116
3.8,10,300,74521
3.7,20,400,32145
3.8,10,320,103277
3.8,50,450,94203
4.0,100,200,55908
3.5,20,400,100878
3.8,10,300,106415
3.8,10,200,44039
3.8,10,500,47122
3.8,10,300,39555
3.7,100,200,31621
3.8,10,500,84052
3.9,100,500,12022
3.9,100,400,69941
3.9,20,400,104018
2.1,20,500,25936
4.1,1000,400,45423
3.5,20,200,80101
3.2,20,250,99401
4.3,1000,250,4884
3.8,10,350,55130
3.8,20,200,96477
3.8,10,200,76190
3.8,10,300,110277
3.8,10,500,4196
5.0,20,250,107736
3.8,10,300,90220
4.1,100,300,39155
3.8,10,350,17523
2.8,20,600,2288
3.8,10,300,107235
3.7,1000,500,60227
3.8,10,200,77224
3.9,1000,300,43393
3.8,10,400,96749
3.8,10,200,8576
3.8,10,300,111984
3.8,10,200,75048
3.5,50,80,39186
3.8,10,300,64896
3.8,10,100,92389
4.1,20,200,98526
3.8,10,200,43170
3.8,20,289,82224
4.2,20,350,93105
3.8,1000,500,51930
3.8,10,160,102360
4.0,500,300,80761
3.8,10,300,56696
3.8,10,200,80937
3.8,10,500,70860
3.7,20,450,11925
3.8,10,200,96195
4.0,100,100,85147
3.8,10,300,70709
3.8,10,200,106396
3.8,10,300,54658
4.0,100,150,48119
3.8,10,500,8513
3.8,10,150,76013
4.3,50,200,45955
3.8,10,250,95394
3.8,10,300,101873
3.8,10,600,90098
3.7,50,400,24689
3.8,10,300,53458
4.3,100,200,60889
4.0,500,500,73404
3.5,20,200,13334
4.4,20,200,96622
3.8,10,440,35424
3.6,100,200,57488
4.0,500,250,79068
3.8,10,200,2158
3.8,10,350,31622
3.7,10000,300,55836
3.8,10,300,108498
3.8,10,250,64530
3.8,10,450,38874
3.8,10,300,43949
3.9,50,400,60225
3.8,10,500,45805
3.8,10,600,81098
3.8,10,200,84034
3.9,50,40,103881
3.8,10,600,92451
3.5,50,500,83260
4.0,50,150,4195
4.3,50,200,52165
3.8,10,500,19126
4.3,100,350,59797
4.0,100,200,11116
3.8,10,300,96623
3.8,10,300,104036
3.8,10,300,211
3.8,100,300,92142
4.2,100,200,66790
3.8,10,200,112473
3.8,10,150,92114
3.8,10,300,84245
3.8,10,200,110178
3.8,10,300,55083
3.8,10,100,57591
3.8,10,300,98181
3.8,10,300,103693
4.5,500,200,88498
3.8,10,140,33356
3.8,10,200,49419
3.8,10,700,34349
3.8,10,200,61115
3.8,10,400,11138
3.9,100,300,11176
4.3,20,300,38179
4.3,100,400,5424
3.8,10,300,35429
4.0,500,700,64719
3.8,10,400,61946
3.8,10,340,82394
3.8,10,150,60867
3.8,10,200,73978
3.2,20,160,44494
3.8,10,250,42721
3.8,10,500,57663
3.6,500,150,29667
3.8,10,250,54425
3.8,10,300,61989
3.8,10,100,107436
3.8,10,400,3569
3.8,10,300,61429
3.9,50,200,34394
3.8,10,200,14663
4.0,500,100,90221
3.8,10,250,62008
4.1,500,150,6723
3.8,10,250,85068
3.8,10,300,4877
3.8,10,80,104247
3.7,100,100,60868
3.8,10,100,31478
3.8,500,300,11175
3.8,10,280,5957
4.4,20,200,83698
3.8,10,200,88047
3.8,10,200,84037
3.8,10,199,7645
3.8,10,300,16273
3.8,10,200,16718
3.6,100,250,51801
3.8,10,400,97038
3.4,100,220,106554
4.3,50,200,99809
4.0,1000,200,92354
3.8,10,300,27305
4.0,100,100,54704
3.6,100,350,15027
3.8,10,400,4749
3.9,100,150,92423
3.8,10,150,1247
3.8,10,250,15178
3.8,10,500,265
3.8,10,150,93595
3.8,10,100,72856
3.8,10,350,59629
3.8,10,150,48145
3.1,20,200,111764
4.0,20,350,60983
3.4,1000,300,18394
3.8,10,100,17319
3.8,100,150,11151
3.8,10,200,75728
3.8,10,150,54603
3.9,1000,200,73402
3.8,10,100,80705
3.8,10,250,64274
3.8,10,500,27808
4.4,1000,400,28586
3.8,10,199,41321
3.8,50,300,57026
3.9,50,65,12832
3.8,10,250,81307
3.8,10,300,83588
3.8,10,200,92900
3.8,10,200,60128
4.0,500,450,49116
3.8,10,200,41281
3.8,20,250,19568
4.4,100,200,50739
3.8,10,200,60142
3.8,10,400,17243
3.8,10,200,92371
3.8,10,60,106945
3.8,10,400,74187
2.0,20,250,103210
3.8,10,250,46032
3.7,100,300,37143
3.8,10,250,65434
3.8,10,250,110273
3.8,10,200,56061
3.8,500,300,43568
3.9,1000,300,11118
4.3,500,200,43566
3.8,10,300,30309
3.8,1000,250,104404
3.8,10,200,72392
3.8,10,50,59475
3.8,10,340,39593
3.7,100,350,73725
3.8,10,1200,88488
3.8,10,300,83785
4.1,50,300,101880
3.3,20,500,105377
3.8,10,250,9971
3.8,10,300,106225
3.8,10,200,67319
4.0,500,250,4392
3.8,10,250,12048
3.8,10,300,11438
4.1,20,150,10966
3.8,10,250,58136
3.9,50,250,89812
3.6,100,400,34137
3.9,500,150,107509
3.8,10,400,109951
3.8,10,200,76533
3.8,10,360,38063
4.3,100,150,35290
4.3,100,300,56721
3.9,20,500,77375
3.3,100,300,36783
3.8,10,200,64299
3.8,10,200,34061
3.8,10,350,90611
3.9,100,250,59964
4.0,100,150,85618
3.8,10,200,106776
3.8,10,150,14079
3.8,10,250,60133
4.0,100,300,40403
3.8,10,300,56571
4.1,100,150,44516
3.8,10,200,64545
3.8,10,100,40780
3.8,10,200,71511
2.4,20,300,112150
3.8,10,200,468
3.8,10,200,84012
4.0,500,200,68301
3.8,10,180,84184
3.8,10,200,6776
3.0,500,300,66889
3.8,10,200,57057
4.6,50,100,19898
3.8,1000,200,41866
3.8,10,300,110964
3.8,10,300,78848
3.8,10,500,42024
4.1,1000,400,92062
3.8,10,230,34381
3.8,10,300,94836
3.8,10,200,33931
3.8,100,200,3437
3.6,20,220,17614
3.8,10,200,21350
3.8,10,300,76980
4.0,1000,200,92330
3.8,10,200,55464
3.8,10,199,30967
3.1,50,150,106793
3.8,10,800,56900
4.1,50,100,11209
4.1,100,200,26634
3.8,10,200,106099
3.6,20,250,5721
3.8,10,400,63786
3.8,10,200,101874
3.9,100,200,111014
3.8,100,150,66365
2.4,50,300,22796
3.3,100,200,41734
3.8,10,300,111257
3.8,10,100,81221
3.8,50,300,63130
3.8,10,400,66771
3.7,20,300,88992
4.3,100,150,60141
3.8,10,260,104676
3.5,20,150,46680
3.8,10,400,17378
4.1,500,150,63480
4.2,100,150,91913
3.9,50,250,25997
3.8,10,200,75543
3.6,20,300,86098
3.8,10,200,16044
3.8,10,300,28189
3.8,10,200,106169
3.8,10,220,32456
3.8,10,160,58087
3.5,20,200,51077
3.8,10,300,44792
3.8,10,200,3444
3.6,50,500,34905
3.8,10,300,28401
3.8,10,199,98174
3.8,10,200,75437
3.8,10,200,66875
4.0,500,400,3599
3.8,10,300,108267
3.8,10,200,109476
3.8,10,150,45862
3.8,20,300,91948
3.8,10,250,53919
3.8,10,600,81338
3.8,10,200,90610
3.8,10,150,69774
1.9,20,400,74893
3.8,10,300,65647
4.4,20,200,62719
3.8,10,300,31453
4.2,500,200,35319
3.8,10,150,106774
3.8,10,100,7703
3.8,10,150,6096
3.8,10,300,39322
3.8,10,300,73702
4.0,1000,100,66246
3.9,100,150,73713
3.8,10,150,26841
3.8,10,200,77458
4.4,20,150,26311
3.8,10,200,39033
3.8,10,250,112654
3.8,10,220,55855
3.8,10,120,111605
3.8,10,500,31492
3.8,10,160,106439
3.8,10,200,82861
3.8,10,120,72837
3.9,50,300,106034
3.9,20,200,101945
3.8,10,200,106322
3.8,10,400,111287
3.8,10,400,111558
4.1,100,300,75423
3.8,10,300,27549
3.8,10,200,1647
3.8,100,330,60140
3.8,10,100,106568
3.6,20,200,66001
3.6,50,250,63607
4.0,20,150,18490
3.8,10,150,31030
4.1,20,200,111262
3.3,50,250,108250
3.8,500,400,55256
3.8,10,200,80835
3.8,10,150,92634
4.1,1000,200,92161
3.8889190558200784,10,150,94787
3.8889190558200784,10,300,83641
4.4,100,300,17783
4.3,100,250,29233
3.6,10,250,96371
3.6,10,400,14138
3.8,100,100,54658
4.1,20,350,12345
4.3,500,150,20458
3.6,10,300,112255
3.0,20,300,98537
3.6,10,400,63635
3.6,10,400,21478
3.6,10,120,4456
3.6,10,300,77139
3.6,10,300,19569
3.2,20,250,103813
4.0,100,450,97973
3.6,10,550,3939
4.1,1000,150,62039
3.6,10,200,21997
3.6,10,150,69417
3.6,10,150,92553
3.6,10,500,88085
3.6,10,200,75930
3.6,10,400,100319
3.7,20,150,91928
3.6,10,250,87031
3.6,10,600,63247
3.5,100,300,8392
4.6,100,120,36719
3.6,10,100,57620
4.4,20,300,57424
3.1,20,300,38384
2.0,20,350,56070
3.6,10,300,24660
3.6,10,160,57440
2.3,20,300,9896
3.6,50,200,96535
3.6,10,198,96843
3.6,10,450,55700
3.6,10,150,106632
3.6,10,200,4523
3.7,50,280,60990
3.9,100,150,87073
3.6,10,350,7787
3.6,10,150,104233
3.6,10,300,30745
3.6,10,200,89940
3.6,100,150,48448
3.0,50,199,33758
3.6,10,150,34629
3.6,10,299,17651
3.6,100,399,22027
3.3,20,100,34628
3.6,10,200,101112
3.6,10,200,80606
3.6,10,200,46686
4.4,1000,300,34269
3.6,10,200,61391
3.0,20,350,56111
3.2,100,200,64794
3.6,10,200,76624
3.6,10,300,37920
3.6,10,200,24358
2.3,20,300,1911
3.6,10,250,10183
3.6,10,350,63454
3.6,10,300,78808
3.6,10,300,56425
3.6,10,300,63606
3.6,10,250,80944
3.6,10,300,29308
3.6,10,100,72054
3.6,10,300,53043
3.5,20,200,59149
3.6,10,400,10128
3.8,50,220,3157
4.0,100,180,70187
3.6,50,600,60238
3.8,50,200,65571
3.6,10,150,81373
3.7,100,160,41274
3.7,100,200,36855
3.6,10,500,81791
3.6,10,300,48845
3.6,10,300,72386
2.0,50,200,53458
4.2,100,100,36853
2.5,100,200,39556
3.6,10,300,49266
3.0,20,200,77936
3.7,20,350,44263
3.8,100,1000,94906
3.6,10,200,64604
3.6,10,280,52294
3.6,10,399,111805
3.6,10,300,35145
1.9,20,300,76625
3.6,10,1200,27192
3.6,10,500,97075
2.7,20,300,73987
4.1,100,400,85921
3.5,100,150,104211
3.6,10,300,74022
3.7,50,150,938
3.6,10,500,5748
1.7,100,200,105294
3.9,50,250,59797
3.6,10,300,28864
3.6,10,400,53995
3.8,20,200,24833
4.1,100,250,90383
3.6,10,250,37418
3.6,10,500,61665
2.6,20,250,105038
3.6,10,450,6388
4.4,100,200,92228
4.0,500,200,24254
3.6,10,200,8513
4.3,20,500,27907
4.1,50,200,92608
4.0,50,250,16711
3.6,10,200,34436
3.6,10,150,90849
3.6,10,250,109182
2.9,20,300,24385
3.6,10,400,82981
3.6,10,80,25138
3.6,10,220,41702
3.0,100,500,35943
1.9,20,250,97864
3.6,10,300,31840
3.8,20,200,34225
3.6,10,300,111897
3.6,10,300,18274
3.6,10,240,71077
3.6,10,60,112678
3.6,10,150,73045
3.6,10,300,5651
3.6,10,200,40819
3.6,10,200,94353
3.6,10,100,98396
3.6,10,250,12096
3.6,10,300,22504
3.6,10,350,98564
4.1,20,750,37399
3.6,10,220,61875
3.6,10,300,2315
3.6,10,300,84987
4.1,1000,150,3931
3.6,10,300,59754
3.6,10,400,98986
3.8,100,100,43237
3.8,20,100,46305
4.0,100,100,2528
3.6,10,300,71057
3.6,50,100,83635
3.6,10,299,9999
3.8,100,100,26075
3.9,50,100,56534
4.4,100,400,105742
4.2,20,80,106922
3.6,10,500,98097
4.2,500,200,73408
4.0,1000,200,40061
3.3,20,200,57684
3.6,10,500,46033
3.7,20,260,96044
3.6,10,650,102779
3.6,10,200,34054
3.6,10,400,14068
3.6,10,100,17524
3.6,10,600,15523
4.1,20,300,27729
3.6,10,300,32358
3.6,10,200,19889
3.6,10,300,111284
3.6,10,250,9533
3.6,10,220,87432
3.6,10,200,22360
3.6,1000,400,71815
3.6,50,300,37417
3.7,50,500,36101
3.6,10,500,96748
3.6,10,300,21556
3.6,10,200,64294
3.9,500,150,92627
3.6,10,600,12271
3.1,20,200,112284
2.9,20,200,39792
3.7,20,500,50743
3.6,10,300,111904
3.6,10,100,17562
3.8,50,450,94203
2.2,50,300,57388
2.5,20,300,41783
3.7,1000,300,43422
3.6,10,200,27959
3.6,10,200,88057
3.6,10,350,111329
4.1,1000,300,11063
3.6,10,150,44391
3.7,20,100,79445
3.6,10,300,18140
3.6,10,300,1936
3.0,20,200,61774
3.6,10,200,16853
3.6,10,250,84550
3.6,20,200,99556
4.5,100,200,61166
3.6,10,200,36169
3.6,10,200,71752
3.6,10,500,112241
3.7,1000,400,89176
3.6,10,300,38342
3.6,10,300,77919
2.5,20,300,92649
4.2,1000,400,28586
4.0,20,100,109654
3.6,10,80,92552
1.4,50,300,7041
3.6,10,300,101504
3.6,10,400,1465
3.6,10,250,6251
4.2,100,100,106617
3.6,10,200,105455
4.0,5000,500,73405
3.6,10,300,15764
3.6,10,320,71823
3.6,10,200,74684
3.6,10,300,94852
3.6,10,100,98383
3.6,10,900,41200
3.6,1000,400,49116
3.6,20,250,65434
3.6,10,400,12221
3.6,10,150,1245
3.6,10,300,27956
3.6,10,150,83777
3.6,10,200,100245
3.6,10,200,6973
3.6,10,200,11126
3.6,10,250,87033
3.3,100,350,93105
3.6,10,250,7863
3.8,100,100,86572
3.6,10,250,30427
3.6,10,60,83038
3.6,10,200,65296
3.6,10,200,97021
3.6,10,500,73749
3.6,10,180,22439
3.6,10,250,55486
3.2,20,300,40059
4.3,100,400,92791
3.6,10,150,44390
4.1,20,200,12063
3.8,100,200,84535
3.6,10,300,76018
3.6,10,200,71159
3.9,500,250,91931
3.6,10,300,21679
4.4,50,180,48075
3.6,10,300,57474
3.6,10,400,106036
3.6,10,200,87957
3.2,20,200,82087
3.6,10,300,47967
3.4,50,500,94429
4.0,100,200,80164
3.6,10,100,106827
3.6,10,300,7493
3.6,10,300,36170
2.2,20,160,66358
3.6,10,300,12101
3.6,10,250,77208
3.6,10,200,27221
3.6,10,300,40246
3.9,100,300,77927
4.0,50,200,61342
3.6,10,10,106112
3.6,20,215,29618
3.6,10,200,62791
3.6,10,200,71927
3.6,10,200,54626
3.1,20,250,33492
3.6,10,500,61666
3.8,50,500,70098
3.6,10,300,111584
3.6,10,349,82880
3.6,10,200,101473
3.9,500,300,20634
3.6,10,200,73700
3.6,10,100,67780
4.2,100,150,60337
3.6,10,300,66367
3.6,10,300,76171
3.9,100,500,42170
3.9,100,100,106384
3.6,10,200,86767
3.9,5000,300,77918
3.5,20,150,29558
3.9,100,300,83706
3.9,100,300,83631
3.6,10,150,8916
3.9,50,300,56485
3.6,10,400,105484
3.6,10,500,30122
3.6,10,200,29775
3.8,50,300,84019
3.6,10,300,95756
4.0,50,300,1638
3.6,10,260,111400
4.2,100,200,17837
3.6,10,300,73974
3.6,10,300,917
3.8,1000,600,52391
3.6,10,200,53441
3.6,10,250,84404
3.6,10,150,40002
3.6,10,500,107522
3.9,100,300,78330
3.6,10,200,57732
3.7,20,200,5462
3.6,10,500,96275
3.6,10,500,36834
3.6,10,300,83222
3.6,10,300,78890
3.6,10,500,54110
3.6,10,300,3947
3.6,10,300,23714
3.6,10,300,59943
3.0,20,300,99008
3.5,100,400,74250
3.6,10,500,73104
3.6,10,600,101427
3.6,10,500,112601
4.0,20,150,21477
3.6,10,300,106778
3.6,10,300,88076
3.6,10,300,8212
3.6,10,300,79076
3.2,100,400,7113
3.6,10,150,72330
3.6,10,300,57366
4.1,500,250,85804
3.6,10,150,17505
3.6,10,400,25195
3.6,10,100,3003
3.6,10,300,103030
3.6,10,250,41193
3.6,10,300,1839
3.6,10,400,49083
2.4,20,300,44389
3.9,100,300,36832
3.9,100,140,104177
4.2,1000,250,26249
4.3,20,400,26822
3.4,500,400,69941
4.0,100,150,85614
3.6,10,150,112416
3.6,10,200,3247
3.6,10,300,14739
4.2,1000,200,20635
3.6,10,450,68175
3.6,10,250,29588
4.3,500,200,99265
3.6,10,300,58189
3.6,10,500,101757
3.6,10,200,12828
3.6,10,150,30555
4.0,100,350,2615
4.4,20,600,61216
3.6,10,200,65612
3.6,10,150,49377
3.2,50,250,33978
3.6,10,300,43908
3.6,10,300,18233
3.4,100,250,22624
3.6,10,300,105607
3.9,500,300,71655
3.6,10,200,45243
3.6,10,200,109419
3.6,10,200,911
3.6,10,300,98235
3.8,100,150,8278
3.6,10,150,20417
3.6,10,299,70653
3.2,50,250,83238
1.9,20,250,44547
2.7,20,200,48592
1.9,20,300,105716
3.6,10,350,64722
3.6,10,300,57967
3.6,10,250,57954
2.4,20,200,72223
2.4,20,200,19962
3.6,1000,500,53042
3.6,10,500,56191
3.6,10,800,9753
3.6,10,40,112469
2.0,20,300,102939
3.6,10,400,63563
3.6,10,350,88260
3.5,100,400,57438
3.8,100,300,9401
